uniqueid,bank_account
uniqueid_6080 x Kenya,Yes
uniqueid_8057 x Kenya,Yes
uniqueid_8288 x Kenya,No
uniqueid_7426 x Kenya,No
uniqueid_6736 x Kenya,No
uniqueid_7526 x Kenya,No
uniqueid_7633 x Kenya,No
uniqueid_6634 x Kenya,No
uniqueid_6376 x Kenya,No
uniqueid_8275 x Kenya,Yes
uniqueid_7314 x Kenya,No
uniqueid_6625 x Kenya,No
uniqueid_7958 x Kenya,No
uniqueid_6103 x Kenya,No
uniqueid_6750 x Kenya,No
uniqueid_7613 x Kenya,No
uniqueid_6939 x Kenya,No
uniqueid_7548 x Kenya,No
uniqueid_8298 x Kenya,No
uniqueid_8131 x Kenya,No
uniqueid_6585 x Kenya,No
uniqueid_8267 x Kenya,No
uniqueid_7225 x Kenya,Yes
uniqueid_6502 x Kenya,No
uniqueid_7782 x Kenya,Yes
uniqueid_7231 x Kenya,Yes
uniqueid_6565 x Kenya,No
uniqueid_6835 x Kenya,No
uniqueid_7008 x Kenya,No
uniqueid_8124 x Kenya,No
uniqueid_7442 x Kenya,No
uniqueid_7234 x Kenya,Yes
uniqueid_6448 x Kenya,No
uniqueid_8319 x Kenya,Yes
uniqueid_6701 x Kenya,Yes
uniqueid_6322 x Kenya,Yes
uniqueid_7816 x Kenya,No
uniqueid_6093 x Kenya,No
uniqueid_6847 x Kenya,No
uniqueid_6996 x Kenya,No
uniqueid_6653 x Kenya,Yes
uniqueid_8464 x Kenya,Yes
uniqueid_6090 x Kenya,Yes
uniqueid_7611 x Kenya,No
uniqueid_8414 x Kenya,No
uniqueid_6902 x Kenya,No
uniqueid_7253 x Kenya,No
uniqueid_7554 x Kenya,Yes
uniqueid_8473 x Kenya,No
uniqueid_8359 x Kenya,Yes
uniqueid_6674 x Kenya,No
uniqueid_6089 x Kenya,No
uniqueid_7943 x Kenya,Yes
uniqueid_8095 x Kenya,No
uniqueid_7551 x Kenya,No
uniqueid_7707 x Kenya,Yes
uniqueid_8436 x Kenya,No
uniqueid_7021 x Kenya,No
uniqueid_7103 x Kenya,No
uniqueid_6732 x Kenya,No
uniqueid_7889 x Kenya,Yes
uniqueid_6699 x Kenya,No
uniqueid_8229 x Kenya,No
uniqueid_6839 x Kenya,No
uniqueid_7324 x Kenya,No
uniqueid_8228 x Kenya,No
uniqueid_6233 x Kenya,Yes
uniqueid_6190 x Kenya,No
uniqueid_8291 x Kenya,No
uniqueid_6202 x Kenya,No
uniqueid_6518 x Kenya,Yes
uniqueid_7764 x Kenya,No
uniqueid_7502 x Kenya,No
uniqueid_7263 x Kenya,No
uniqueid_6712 x Kenya,Yes
uniqueid_6302 x Kenya,No
uniqueid_6360 x Kenya,No
uniqueid_8525 x Kenya,No
uniqueid_6344 x Kenya,No
uniqueid_8515 x Kenya,Yes
uniqueid_7270 x Kenya,Yes
uniqueid_6370 x Kenya,Yes
uniqueid_7272 x Kenya,No
uniqueid_6589 x Kenya,Yes
uniqueid_7191 x Kenya,Yes
uniqueid_6911 x Kenya,No
uniqueid_7423 x Kenya,No
uniqueid_6745 x Kenya,No
uniqueid_7822 x Kenya,No
uniqueid_6293 x Kenya,No
uniqueid_7176 x Kenya,Yes
uniqueid_8283 x Kenya,No
uniqueid_8540 x Kenya,No
uniqueid_7035 x Kenya,Yes
uniqueid_8276 x Kenya,No
uniqueid_7828 x Kenya,No
uniqueid_8553 x Kenya,Yes
uniqueid_7121 x Kenya,No
uniqueid_6439 x Kenya,No
uniqueid_7891 x Kenya,No
uniqueid_7420 x Kenya,No
uniqueid_8219 x Kenya,No
uniqueid_8585 x Kenya,No
uniqueid_6552 x Kenya,No
uniqueid_6193 x Kenya,No
uniqueid_7587 x Kenya,No
uniqueid_7915 x Kenya,No
uniqueid_6533 x Kenya,No
uniqueid_7350 x Kenya,No
uniqueid_6123 x Kenya,No
uniqueid_6355 x Kenya,No
uniqueid_8044 x Kenya,No
uniqueid_8110 x Kenya,No
uniqueid_7505 x Kenya,Yes
uniqueid_6478 x Kenya,Yes
uniqueid_6803 x Kenya,No
uniqueid_6710 x Kenya,No
uniqueid_7477 x Kenya,No
uniqueid_8659 x Kenya,No
uniqueid_6108 x Kenya,No
uniqueid_7997 x Kenya,No
uniqueid_8470 x Kenya,No
uniqueid_6211 x Kenya,No
uniqueid_7920 x Kenya,Yes
uniqueid_7321 x Kenya,No
uniqueid_7305 x Kenya,Yes
uniqueid_7642 x Kenya,No
uniqueid_6114 x Kenya,No
uniqueid_6820 x Kenya,No
uniqueid_7226 x Kenya,No
uniqueid_7309 x Kenya,No
uniqueid_6536 x Kenya,Yes
uniqueid_7406 x Kenya,Yes
uniqueid_8602 x Kenya,No
uniqueid_7279 x Kenya,No
uniqueid_6153 x Kenya,No
uniqueid_7194 x Kenya,No
uniqueid_6271 x Kenya,No
uniqueid_8249 x Kenya,Yes
uniqueid_8622 x Kenya,Yes
uniqueid_6823 x Kenya,No
uniqueid_7801 x Kenya,No
uniqueid_8623 x Kenya,Yes
uniqueid_7699 x Kenya,No
uniqueid_8168 x Kenya,No
uniqueid_6178 x Kenya,No
uniqueid_7702 x Kenya,Yes
uniqueid_7713 x Kenya,No
uniqueid_6347 x Kenya,No
uniqueid_7539 x Kenya,No
uniqueid_8171 x Kenya,Yes
uniqueid_7293 x Kenya,No
uniqueid_8350 x Kenya,No
uniqueid_6144 x Kenya,Yes
uniqueid_6412 x Kenya,Yes
uniqueid_7140 x Kenya,No
uniqueid_8133 x Kenya,No
uniqueid_8142 x Kenya,Yes
uniqueid_8377 x Kenya,No
uniqueid_6261 x Kenya,No
uniqueid_7781 x Kenya,No
uniqueid_7743 x Kenya,No
uniqueid_8363 x Kenya,Yes
uniqueid_7327 x Kenya,No
uniqueid_7052 x Kenya,No
uniqueid_7635 x Kenya,Yes
uniqueid_7237 x Kenya,No
uniqueid_7333 x Kenya,No
uniqueid_8155 x Kenya,Yes
uniqueid_7459 x Kenya,No
uniqueid_8210 x Kenya,Yes
uniqueid_7453 x Kenya,No
uniqueid_6638 x Kenya,No
uniqueid_8628 x Kenya,No
uniqueid_8526 x Kenya,Yes
uniqueid_6407 x Kenya,No
uniqueid_7338 x Kenya,No
uniqueid_7614 x Kenya,No
uniqueid_6481 x Kenya,No
uniqueid_7717 x Kenya,Yes
uniqueid_7956 x Kenya,Yes
uniqueid_6142 x Kenya,No
uniqueid_7788 x Kenya,No
uniqueid_8448 x Kenya,No
uniqueid_6519 x Kenya,Yes
uniqueid_7966 x Kenya,No
uniqueid_6925 x Kenya,Yes
uniqueid_7219 x Kenya,Yes
uniqueid_6206 x Kenya,No
uniqueid_8021 x Kenya,No
uniqueid_8245 x Kenya,No
uniqueid_7590 x Kenya,Yes
uniqueid_7239 x Kenya,No
uniqueid_7680 x Kenya,No
uniqueid_7091 x Kenya,No
uniqueid_7149 x Kenya,Yes
uniqueid_7332 x Kenya,No
uniqueid_7356 x Kenya,No
uniqueid_7745 x Kenya,No
uniqueid_8118 x Kenya,No
uniqueid_8302 x Kenya,Yes
uniqueid_8535 x Kenya,No
uniqueid_6275 x Kenya,Yes
uniqueid_7865 x Kenya,No
uniqueid_7995 x Kenya,No
uniqueid_6624 x Kenya,Yes
uniqueid_7609 x Kenya,No
uniqueid_7996 x Kenya,No
uniqueid_8653 x Kenya,Yes
uniqueid_6134 x Kenya,No
uniqueid_7345 x Kenya,No
uniqueid_8080 x Kenya,No
uniqueid_6964 x Kenya,No
uniqueid_8119 x Kenya,No
uniqueid_6769 x Kenya,No
uniqueid_7998 x Kenya,Yes
uniqueid_6755 x Kenya,Yes
uniqueid_7932 x Kenya,No
uniqueid_6359 x Kenya,No
uniqueid_6404 x Kenya,Yes
uniqueid_8462 x Kenya,No
uniqueid_6500 x Kenya,No
uniqueid_8481 x Kenya,Yes
uniqueid_7762 x Kenya,No
uniqueid_8337 x Kenya,No
uniqueid_8005 x Kenya,Yes
uniqueid_8300 x Kenya,Yes
uniqueid_8404 x Kenya,Yes
uniqueid_7016 x Kenya,No
uniqueid_8459 x Kenya,No
uniqueid_7950 x Kenya,No
uniqueid_7037 x Kenya,Yes
uniqueid_7172 x Kenya,No
uniqueid_6468 x Kenya,No
uniqueid_6889 x Kenya,Yes
uniqueid_7876 x Kenya,No
uniqueid_7123 x Kenya,No
uniqueid_8013 x Kenya,No
uniqueid_7054 x Kenya,No
uniqueid_7353 x Kenya,Yes
uniqueid_7304 x Kenya,No
uniqueid_7197 x Kenya,No
uniqueid_8018 x Kenya,Yes
uniqueid_8020 x Kenya,No
uniqueid_7449 x Kenya,No
uniqueid_7069 x Kenya,Yes
uniqueid_6215 x Kenya,No
uniqueid_6872 x Kenya,No
uniqueid_7870 x Kenya,No
uniqueid_6768 x Kenya,No
uniqueid_7795 x Kenya,No
uniqueid_6204 x Kenya,No
uniqueid_6248 x Kenya,No
uniqueid_8562 x Kenya,Yes
uniqueid_7496 x Kenya,No
uniqueid_6171 x Kenya,Yes
uniqueid_6152 x Kenya,No
uniqueid_7007 x Kenya,No
uniqueid_7543 x Kenya,No
uniqueid_6426 x Kenya,No
uniqueid_7880 x Kenya,No
uniqueid_6485 x Kenya,No
uniqueid_7863 x Kenya,No
uniqueid_7545 x Kenya,No
uniqueid_8406 x Kenya,No
uniqueid_8037 x Kenya,No
uniqueid_7859 x Kenya,Yes
uniqueid_6965 x Kenya,No
uniqueid_7562 x Kenya,No
uniqueid_7672 x Kenya,No
uniqueid_6504 x Kenya,No
uniqueid_7564 x Kenya,Yes
uniqueid_8172 x Kenya,No
uniqueid_7987 x Kenya,No
uniqueid_6690 x Kenya,No
uniqueid_7853 x Kenya,Yes
uniqueid_6843 x Kenya,No
uniqueid_7211 x Kenya,No
uniqueid_6128 x Kenya,Yes
uniqueid_6899 x Kenya,No
uniqueid_8059 x Kenya,No
uniqueid_7065 x Kenya,No
uniqueid_8060 x Kenya,Yes
uniqueid_7784 x Kenya,No
uniqueid_6167 x Kenya,Yes
uniqueid_7625 x Kenya,No
uniqueid_6733 x Kenya,Yes
uniqueid_8065 x Kenya,No
uniqueid_8494 x Kenya,Yes
uniqueid_8541 x Kenya,No
uniqueid_7842 x Kenya,No
uniqueid_6130 x Kenya,No
uniqueid_6541 x Kenya,No
uniqueid_8078 x Kenya,No
uniqueid_6290 x Kenya,Yes
uniqueid_8642 x Kenya,Yes
uniqueid_7308 x Kenya,Yes
uniqueid_6775 x Kenya,No
uniqueid_7552 x Kenya,No
uniqueid_6566 x Kenya,No
uniqueid_7946 x Kenya,No
uniqueid_8089 x Kenya,No
uniqueid_6564 x Kenya,No
uniqueid_8240 x Kenya,No
uniqueid_8096 x Kenya,Yes
uniqueid_7227 x Kenya,No
uniqueid_8282 x Kenya,Yes
uniqueid_8608 x Kenya,No
uniqueid_6614 x Kenya,No
uniqueid_6274 x Kenya,Yes
uniqueid_6940 x Kenya,No
uniqueid_7079 x Kenya,No
uniqueid_7926 x Kenya,No
uniqueid_7787 x Kenya,No
uniqueid_6718 x Kenya,Yes
uniqueid_8280 x Kenya,No
uniqueid_6491 x Kenya,No
uniqueid_7434 x Kenya,No
uniqueid_8049 x Kenya,Yes
uniqueid_8111 x Kenya,Yes
uniqueid_8351 x Kenya,No
uniqueid_7976 x Kenya,No
uniqueid_8498 x Kenya,No
uniqueid_7557 x Kenya,No
uniqueid_6639 x Kenya,No
uniqueid_8399 x Kenya,No
uniqueid_7727 x Kenya,No
uniqueid_8062 x Kenya,No
uniqueid_6305 x Kenya,No
uniqueid_8595 x Kenya,No
uniqueid_8320 x Kenya,No
uniqueid_6900 x Kenya,Yes
uniqueid_8117 x Kenya,Yes
uniqueid_8197 x Kenya,No
uniqueid_7960 x Kenya,Yes
uniqueid_6172 x Kenya,No
uniqueid_7331 x Kenya,No
uniqueid_6618 x Kenya,No
uniqueid_8128 x Kenya,No
uniqueid_6990 x Kenya,No
uniqueid_8130 x Kenya,No
uniqueid_8299 x Kenya,Yes
uniqueid_7268 x Kenya,Yes
uniqueid_8417 x Kenya,Yes
uniqueid_8426 x Kenya,No
uniqueid_7475 x Kenya,No
uniqueid_6999 x Kenya,Yes
uniqueid_6467 x Kenya,No
uniqueid_8234 x Kenya,No
uniqueid_6558 x Kenya,No
uniqueid_6264 x Kenya,No
uniqueid_7473 x Kenya,No
uniqueid_7808 x Kenya,No
uniqueid_7301 x Kenya,No
uniqueid_8604 x Kenya,Yes
uniqueid_6994 x Kenya,Yes
uniqueid_6593 x Kenya,No
uniqueid_6117 x Kenya,No
uniqueid_7089 x Kenya,No
uniqueid_8146 x Kenya,No
uniqueid_7597 x Kenya,Yes
uniqueid_7804 x Kenya,Yes
uniqueid_6354 x Kenya,No
uniqueid_8147 x Kenya,Yes
uniqueid_7819 x Kenya,Yes
uniqueid_7831 x Kenya,Yes
uniqueid_6974 x Kenya,No
uniqueid_6737 x Kenya,Yes
uniqueid_8153 x Kenya,No
uniqueid_6432 x Kenya,No
uniqueid_8258 x Kenya,Yes
uniqueid_7262 x Kenya,No
uniqueid_8140 x Kenya,No
uniqueid_8114 x Kenya,Yes
uniqueid_7858 x Kenya,No
uniqueid_6373 x Kenya,No
uniqueid_8272 x Kenya,No
uniqueid_7641 x Kenya,Yes
uniqueid_8164 x Kenya,No
uniqueid_7796 x Kenya,Yes
uniqueid_8084 x Kenya,No
uniqueid_8552 x Kenya,Yes
uniqueid_7628 x Kenya,Yes
uniqueid_7236 x Kenya,No
uniqueid_6731 x Kenya,No
uniqueid_8174 x Kenya,Yes
uniqueid_8175 x Kenya,No
uniqueid_7821 x Kenya,Yes
uniqueid_8187 x Kenya,Yes
uniqueid_8625 x Kenya,No
uniqueid_8408 x Kenya,No
uniqueid_7786 x Kenya,Yes
uniqueid_7785 x Kenya,No
uniqueid_7112 x Kenya,Yes
uniqueid_8504 x Kenya,No
uniqueid_8198 x Kenya,No
uniqueid_7683 x Kenya,No
uniqueid_6443 x Kenya,Yes
uniqueid_7826 x Kenya,Yes
uniqueid_8205 x Kenya,No
uniqueid_7216 x Kenya,No
uniqueid_7755 x Kenya,Yes
uniqueid_7780 x Kenya,No
uniqueid_7479 x Kenya,Yes
uniqueid_7337 x Kenya,No
uniqueid_7486 x Kenya,No
uniqueid_7776 x Kenya,No
uniqueid_7349 x Kenya,Yes
uniqueid_6265 x Kenya,No
uniqueid_8480 x Kenya,Yes
uniqueid_8214 x Kenya,Yes
uniqueid_7478 x Kenya,No
uniqueid_7843 x Kenya,No
uniqueid_7827 x Kenya,No
uniqueid_6796 x Kenya,No
uniqueid_8066 x Kenya,Yes
uniqueid_6106 x Kenya,No
uniqueid_6707 x Kenya,No
uniqueid_8235 x Kenya,Yes
uniqueid_8243 x Kenya,No
uniqueid_6444 x Kenya,No
uniqueid_7532 x Kenya,No
uniqueid_6288 x Kenya,No
uniqueid_6517 x Kenya,Yes
uniqueid_7387 x Kenya,No
uniqueid_8360 x Kenya,No
uniqueid_7130 x Kenya,No
uniqueid_8446 x Kenya,No
uniqueid_7167 x Kenya,Yes
uniqueid_7357 x Kenya,No
uniqueid_8104 x Kenya,No
uniqueid_7090 x Kenya,No
uniqueid_7303 x Kenya,No
uniqueid_8261 x Kenya,Yes
uniqueid_8527 x Kenya,No
uniqueid_6119 x Kenya,Yes
uniqueid_7119 x Kenya,No
uniqueid_8115 x Kenya,Yes
uniqueid_7310 x Kenya,No
uniqueid_8412 x Kenya,No
uniqueid_7574 x Kenya,Yes
uniqueid_6631 x Kenya,No
uniqueid_7261 x Kenya,No
uniqueid_7768 x Kenya,Yes
uniqueid_6165 x Kenya,No
uniqueid_7959 x Kenya,No
uniqueid_6159 x Kenya,No
uniqueid_8349 x Kenya,No
uniqueid_6621 x Kenya,Yes
uniqueid_7408 x Kenya,No
uniqueid_6368 x Kenya,No
uniqueid_6143 x Kenya,No
uniqueid_6414 x Kenya,Yes
uniqueid_8285 x Kenya,Yes
uniqueid_7360 x Kenya,No
uniqueid_6951 x Kenya,No
uniqueid_7977 x Kenya,No
uniqueid_6512 x Kenya,Yes
uniqueid_6434 x Kenya,No
uniqueid_7931 x Kenya,No
uniqueid_7740 x Kenya,No
uniqueid_7866 x Kenya,No
uniqueid_6286 x Kenya,No
uniqueid_7456 x Kenya,No
uniqueid_6550 x Kenya,Yes
uniqueid_8024 x Kenya,No
uniqueid_6105 x Kenya,No
uniqueid_7213 x Kenya,No
uniqueid_6554 x Kenya,No
uniqueid_6155 x Kenya,No
uniqueid_6493 x Kenya,No
uniqueid_7394 x Kenya,No
uniqueid_6251 x Kenya,No
uniqueid_8301 x Kenya,No
uniqueid_7658 x Kenya,No
uniqueid_7734 x Kenya,No
uniqueid_7215 x Kenya,No
uniqueid_7877 x Kenya,No
uniqueid_6828 x Kenya,Yes
uniqueid_6346 x Kenya,No
uniqueid_7553 x Kenya,Yes
uniqueid_7690 x Kenya,Yes
uniqueid_7435 x Kenya,No
uniqueid_6842 x Kenya,Yes
uniqueid_8353 x Kenya,No
uniqueid_7723 x Kenya,No
uniqueid_8568 x Kenya,Yes
uniqueid_7729 x Kenya,No
uniqueid_6217 x Kenya,No
uniqueid_8308 x Kenya,No
uniqueid_7378 x Kenya,No
uniqueid_6973 x Kenya,No
uniqueid_6102 x Kenya,Yes
uniqueid_7984 x Kenya,No
uniqueid_7644 x Kenya,No
uniqueid_7726 x Kenya,No
uniqueid_6646 x Kenya,No
uniqueid_7193 x Kenya,No
uniqueid_8309 x Kenya,Yes
uniqueid_7824 x Kenya,No
uniqueid_7038 x Kenya,No
uniqueid_7738 x Kenya,No
uniqueid_6569 x Kenya,No
uniqueid_6428 x Kenya,Yes
uniqueid_8316 x Kenya,No
uniqueid_7700 x Kenya,No
uniqueid_6474 x Kenya,No
uniqueid_6622 x Kenya,No
uniqueid_7009 x Kenya,No
uniqueid_8318 x Kenya,No
uniqueid_7256 x Kenya,Yes
uniqueid_6811 x Kenya,No
uniqueid_6073 x Kenya,Yes
uniqueid_7064 x Kenya,No
uniqueid_6538 x Kenya,Yes
uniqueid_8330 x Kenya,No
uniqueid_8333 x Kenya,No
uniqueid_6490 x Kenya,No
uniqueid_7206 x Kenya,Yes
uniqueid_6333 x Kenya,No
uniqueid_8327 x Kenya,Yes
uniqueid_8341 x Kenya,No
uniqueid_6156 x Kenya,No
uniqueid_8239 x Kenya,Yes
uniqueid_7023 x Kenya,No
uniqueid_8344 x Kenya,No
uniqueid_7986 x Kenya,No
uniqueid_7004 x Kenya,Yes
uniqueid_7711 x Kenya,No
uniqueid_7265 x Kenya,No
uniqueid_8536 x Kenya,No
uniqueid_6559 x Kenya,No
uniqueid_7895 x Kenya,No
uniqueid_8193 x Kenya,No
uniqueid_8354 x Kenya,No
uniqueid_8385 x Kenya,Yes
uniqueid_7705 x Kenya,No
uniqueid_8357 x Kenya,No
uniqueid_6277 x Kenya,No
uniqueid_6805 x Kenya,No
uniqueid_8358 x Kenya,No
uniqueid_7701 x Kenya,No
uniqueid_7108 x Kenya,No
uniqueid_8067 x Kenya,No
uniqueid_6894 x Kenya,Yes
uniqueid_8656 x Kenya,No
uniqueid_6375 x Kenya,Yes
uniqueid_6557 x Kenya,No
uniqueid_7681 x Kenya,No
uniqueid_8609 x Kenya,No
uniqueid_7028 x Kenya,No
uniqueid_6949 x Kenya,No
uniqueid_6873 x Kenya,No
uniqueid_7278 x Kenya,No
uniqueid_7803 x Kenya,No
uniqueid_6988 x Kenya,No
uniqueid_7340 x Kenya,No
uniqueid_7317 x Kenya,No
uniqueid_8374 x Kenya,No
uniqueid_7704 x Kenya,No
uniqueid_8383 x Kenya,No
uniqueid_8294 x Kenya,No
uniqueid_7953 x Kenya,No
uniqueid_7837 x Kenya,No
uniqueid_6967 x Kenya,No
uniqueid_7940 x Kenya,No
uniqueid_8386 x Kenya,No
uniqueid_7281 x Kenya,No
uniqueid_8469 x Kenya,No
uniqueid_7684 x Kenya,Yes
uniqueid_7363 x Kenya,No
uniqueid_6095 x Kenya,Yes
uniqueid_6107 x Kenya,No
uniqueid_8423 x Kenya,Yes
uniqueid_8550 x Kenya,No
uniqueid_6507 x Kenya,No
uniqueid_8268 x Kenya,No
uniqueid_8396 x Kenya,No
uniqueid_7571 x Kenya,No
uniqueid_7850 x Kenya,No
uniqueid_6499 x Kenya,No
uniqueid_6844 x Kenya,No
uniqueid_6372 x Kenya,Yes
uniqueid_8543 x Kenya,No
uniqueid_7817 x Kenya,No
uniqueid_8420 x Kenya,No
uniqueid_6179 x Kenya,No
uniqueid_8091 x Kenya,Yes
uniqueid_8107 x Kenya,No
uniqueid_8326 x Kenya,No
uniqueid_8011 x Kenya,Yes
uniqueid_6109 x Kenya,Yes
uniqueid_7066 x Kenya,No
uniqueid_8206 x Kenya,Yes
uniqueid_7898 x Kenya,No
uniqueid_8113 x Kenya,Yes
uniqueid_7468 x Kenya,Yes
uniqueid_6177 x Kenya,No
uniqueid_8421 x Kenya,Yes
uniqueid_8651 x Kenya,Yes
uniqueid_8425 x Kenya,No
uniqueid_6864 x Kenya,No
uniqueid_7369 x Kenya,Yes
uniqueid_7886 x Kenya,No
uniqueid_7667 x Kenya,Yes
uniqueid_7860 x Kenya,No
uniqueid_8038 x Kenya,No
uniqueid_7666 x Kenya,Yes
uniqueid_7706 x Kenya,Yes
uniqueid_8184 x Kenya,Yes
uniqueid_8368 x Kenya,No
uniqueid_7538 x Kenya,No
uniqueid_7445 x Kenya,No
uniqueid_8581 x Kenya,Yes
uniqueid_7339 x Kenya,No
uniqueid_6726 x Kenya,No
uniqueid_8456 x Kenya,No
uniqueid_8603 x Kenya,No
uniqueid_7133 x Kenya,No
uniqueid_8461 x Kenya,No
uniqueid_7315 x Kenya,No
uniqueid_7731 x Kenya,No
uniqueid_8157 x Kenya,No
uniqueid_8466 x Kenya,No
uniqueid_6677 x Kenya,Yes
uniqueid_6850 x Kenya,No
uniqueid_7061 x Kenya,No
uniqueid_6697 x Kenya,Yes
uniqueid_6868 x Kenya,No
uniqueid_7652 x Kenya,Yes
uniqueid_6135 x Kenya,No
uniqueid_7963 x Kenya,No
uniqueid_7634 x Kenya,Yes
uniqueid_8476 x Kenya,Yes
uniqueid_8199 x Kenya,No
uniqueid_7647 x Kenya,No
uniqueid_8596 x Kenya,Yes
uniqueid_6960 x Kenya,Yes
uniqueid_7494 x Kenya,No
uniqueid_6291 x Kenya,No
uniqueid_7645 x Kenya,No
uniqueid_6222 x Kenya,No
uniqueid_8477 x Kenya,No
uniqueid_8478 x Kenya,Yes
uniqueid_7245 x Kenya,No
uniqueid_6129 x Kenya,No
uniqueid_7615 x Kenya,No
uniqueid_8486 x Kenya,Yes
uniqueid_8343 x Kenya,No
uniqueid_6941 x Kenya,No
uniqueid_8490 x Kenya,Yes
uniqueid_7209 x Kenya,Yes
uniqueid_7135 x Kenya,No
uniqueid_6497 x Kenya,Yes
uniqueid_8069 x Kenya,No
uniqueid_6357 x Kenya,No
uniqueid_8589 x Kenya,No
uniqueid_6576 x Kenya,Yes
uniqueid_8507 x Kenya,Yes
uniqueid_7549 x Kenya,Yes
uniqueid_7970 x Kenya,Yes
uniqueid_6081 x Kenya,Yes
uniqueid_8304 x Kenya,No
uniqueid_8489 x Kenya,Yes
uniqueid_8509 x Kenya,Yes
uniqueid_8233 x Kenya,Yes
uniqueid_7733 x Kenya,Yes
uniqueid_6799 x Kenya,No
uniqueid_8221 x Kenya,No
uniqueid_8397 x Kenya,Yes
uniqueid_6266 x Kenya,No
uniqueid_6140 x Kenya,No
uniqueid_7012 x Kenya,No
uniqueid_6897 x Kenya,No
uniqueid_6429 x Kenya,Yes
uniqueid_8098 x Kenya,No
uniqueid_7753 x Kenya,Yes
uniqueid_6486 x Kenya,No
uniqueid_8071 x Kenya,Yes
uniqueid_7101 x Kenya,No
uniqueid_6760 x Kenya,No
uniqueid_7631 x Kenya,No
uniqueid_7624 x Kenya,No
uniqueid_7623 x Kenya,No
uniqueid_8493 x Kenya,No
uniqueid_7152 x Kenya,No
uniqueid_6975 x Kenya,Yes
uniqueid_8519 x Kenya,No
uniqueid_7041 x Kenya,No
uniqueid_7131 x Kenya,No
uniqueid_7428 x Kenya,No
uniqueid_8661 x Kenya,Yes
uniqueid_7471 x Kenya,No
uniqueid_8531 x Kenya,Yes
uniqueid_8474 x Kenya,No
uniqueid_7657 x Kenya,Yes
uniqueid_8499 x Kenya,No
uniqueid_7759 x Kenya,No
uniqueid_8542 x Kenya,Yes
uniqueid_8545 x Kenya,No
uniqueid_7894 x Kenya,Yes
uniqueid_8254 x Kenya,No
uniqueid_6371 x Kenya,No
uniqueid_8544 x Kenya,No
uniqueid_8271 x Kenya,No
uniqueid_7362 x Kenya,No
uniqueid_7794 x Kenya,No
uniqueid_8051 x Kenya,No
uniqueid_7247 x Kenya,Yes
uniqueid_7774 x Kenya,No
uniqueid_6237 x Kenya,No
uniqueid_8521 x Kenya,No
uniqueid_6212 x Kenya,Yes
uniqueid_7377 x Kenya,No
uniqueid_7802 x Kenya,Yes
uniqueid_7441 x Kenya,No
uniqueid_6249 x Kenya,No
uniqueid_8321 x Kenya,No
uniqueid_7798 x Kenya,No
uniqueid_7439 x Kenya,No
uniqueid_7498 x Kenya,Yes
uniqueid_8352 x Kenya,No
uniqueid_7934 x Kenya,No
uniqueid_7925 x Kenya,No
uniqueid_6744 x Kenya,Yes
uniqueid_6599 x Kenya,Yes
uniqueid_6150 x Kenya,No
uniqueid_8312 x Kenya,No
uniqueid_7078 x Kenya,No
uniqueid_7936 x Kenya,No
uniqueid_7938 x Kenya,Yes
uniqueid_8520 x Kenya,Yes
uniqueid_6880 x Kenya,No
uniqueid_6484 x Kenya,No
uniqueid_7376 x Kenya,No
uniqueid_7343 x Kenya,No
uniqueid_6087 x Kenya,Yes
uniqueid_7444 x Kenya,Yes
uniqueid_7964 x Kenya,No
uniqueid_7290 x Kenya,No
uniqueid_6199 x Kenya,No
uniqueid_6386 x Kenya,Yes
uniqueid_8085 x Kenya,Yes
uniqueid_7322 x Kenya,No
uniqueid_8102 x Kenya,No
uniqueid_7319 x Kenya,No
uniqueid_6808 x Kenya,Yes
uniqueid_8430 x Kenya,No
uniqueid_6325 x Kenya,No
uniqueid_7380 x Kenya,No
uniqueid_8428 x Kenya,No
uniqueid_7375 x Kenya,No
uniqueid_8241 x Kenya,No
uniqueid_6629 x Kenya,No
uniqueid_7039 x Kenya,No
uniqueid_6116 x Kenya,No
uniqueid_7939 x Kenya,No
uniqueid_6601 x Kenya,No
uniqueid_6608 x Kenya,Yes
uniqueid_8640 x Kenya,No
uniqueid_8429 x Kenya,No
uniqueid_6442 x Kenya,No
uniqueid_6837 x Kenya,Yes
uniqueid_6711 x Kenya,No
uniqueid_8465 x Kenya,No
uniqueid_7833 x Kenya,No
uniqueid_6465 x Kenya,No
uniqueid_7510 x Kenya,No
uniqueid_7361 x Kenya,No
uniqueid_7199 x Kenya,Yes
uniqueid_7464 x Kenya,No
uniqueid_6262 x Kenya,No
uniqueid_7605 x Kenya,No
uniqueid_6852 x Kenya,No
uniqueid_6281 x Kenya,No
uniqueid_6644 x Kenya,No
uniqueid_8410 x Kenya,No
uniqueid_7648 x Kenya,Yes
uniqueid_8372 x Kenya,No
uniqueid_6268 x Kenya,Yes
uniqueid_7800 x Kenya,No
uniqueid_6303 x Kenya,Yes
uniqueid_7179 x Kenya,No
uniqueid_6250 x Kenya,No
uniqueid_8514 x Kenya,No
uniqueid_8274 x Kenya,No
uniqueid_8660 x Kenya,No
uniqueid_6675 x Kenya,No
uniqueid_7326 x Kenya,No
uniqueid_6826 x Kenya,Yes
uniqueid_7555 x Kenya,No
uniqueid_7902 x Kenya,No
uniqueid_6555 x Kenya,Yes
uniqueid_6570 x Kenya,No
uniqueid_7117 x Kenya,No
uniqueid_8381 x Kenya,No
